
SetupTitle, FET Id-Vd
DataValue, 2, -1.5, 0.1000048
DataValue, 2.5, -1.5, 0.10000490000000001
DataValue, 3, -1.5, 0.1000048
DataValue, 0, -1.4000000000000001, -3.85007E-05
DataValue, 0.5, -1.4000000000000001, 0.0444734
DataValue, 1, -1.4000000000000001, 0.082415700000000008
DataValue, 1.5, -1.4000000000000001, 0.1000052
DataValue, 2, -1.4000000000000001, 0.1000048
DataValue, 2.5, -1.4000000000000001, 0.10000500000000001
DataValue, 3, -1.4000000000000001, 0.10000500000000001
DataValue, 0, -1.3, -3.84013E-05
DataValue, 0.5, -1.3, 0.0446802
DataValue, 1, -1.3, 0.0831593
DataValue, 1.5, -1.3, 0.1000047
DataValue, 2, -1.3, 0.1000047
DataValue, 2.5, -1.3, 0.10000490000000001
DataValue, 3, -1.3, 0.1000052
DataValue, 0, -1.2, -3.84289E-05
DataValue, 0.5, -1.2, 0.0448553
DataValue, 1, -1.2, 0.0837209
DataValue, 1.5, -1.2, 0.1000047
DataValue, 2, -1.2, 0.1000048
DataValue, 2.5, -1.2, 0.1000047
DataValue, 3, -1.2, 0.1000052
DataValue, 0, -1.1, -3.8729E-05
DataValue, 0.5, -1.1, 0.0449864
DataValue, 1, -1.1, 0.0841496
DataValue, 1.5, -1.1, 0.10000500000000001
DataValue, 2, -1.1, 0.10000490000000001
DataValue, 2.5, -1.1, 0.10000490000000001
DataValue, 3, -1.1, 0.10000510000000001
DataValue, 0, -1, -3.87588E-05
DataValue, 0.5, -1, 0.0451015
DataValue, 1, -1, 0.0844894
DataValue, 1.5, -1, 0.10000460000000001
DataValue, 2, -1, 0.10000500000000001
DataValue, 2.5, -1, 0.10000510000000001
DataValue, 3, -1, 0.10000510000000001
DataValue, 0, -0.9, -3.8679E-05
DataValue, 0.5, -0.9, 0.045200800000000006
DataValue, 1, -0.9, 0.0847727
DataValue, 1.5, -0.9, 0.10000500000000001
DataValue, 2, -0.9, 0.10000540000000001
DataValue, 2.5, -0.9, 0.10000510000000001
DataValue, 3, -0.9, 0.10000510000000001
DataValue, 0, -0.8, -3.8699200000000004E-05
DataValue, 0.5, -0.8, 0.045288
DataValue, 1, -0.8, 0.084998300000000013
DataValue, 1.5, -0.8, 0.10000500000000001
DataValue, 2, -0.8, 0.10000490000000001
DataValue, 2.5, -0.8, 0.1000048
DataValue, 3, -0.8, 0.1000048
DataValue, 0, -0.70000000000000007, -3.9193900000000004E-05
DataValue, 0.5, -0.70000000000000007, 0.0453662
DataValue, 1, -0.70000000000000007, 0.085205700000000009
DataValue, 1.5, -0.70000000000000007, 0.10000510000000001
DataValue, 2, -0.70000000000000007, 0.1000053
DataValue, 2.5, -0.70000000000000007, 0.10000510000000001
DataValue, 3, -0.70000000000000007, 0.10000500000000001
DataValue, 0, -0.6, -3.9030100000000004E-05
DataValue, 0.5, -0.6, 0.045430800000000007
DataValue, 1, -0.6, 0.085365400000000008
DataValue, 1.5, -0.6, 0.10000490000000001
DataValue, 2, -0.6, 0.1000047
DataValue, 2.5, -0.6, 0.1000048
DataValue, 3, -0.6, 0.10000500000000001
DataValue, 0, -0.5, -3.88958E-05
DataValue, 0.5, -0.5, 0.0454962
DataValue, 1, -0.5, 0.085513
DataValue, 1.5, -0.5, 0.1000052
DataValue, 2, -0.5, 0.10000500000000001
DataValue, 2.5, -0.5, 0.1000048
DataValue, 3, -0.5, 0.1000047
DataValue, 0, -0.4, -3.9298900000000004E-05
DataValue, 0.5, -0.4, 0.0455438
DataValue, 1, -0.4, 0.085634200000000008
DataValue, 1.5, -0.4, 0.10000510000000001
DataValue, 2, -0.4, 0.1000048
DataValue, 2.5, -0.4, 0.1000048
DataValue, 3, -0.4, 0.10000500000000001
DataValue, 0, -0.3, -3.9064000000000004E-05
DataValue, 0.5, -0.3, 0.045595300000000005
DataValue, 1, -0.3, 0.085746800000000012
DataValue, 1.5, -0.3, 0.1000048
DataValue, 2, -0.3, 0.10000490000000001
DataValue, 2.5, -0.3, 0.10000510000000001
DataValue, 3, -0.3, 0.10000510000000001
DataValue, 0, -0.2, -3.93167E-05
DataValue, 0.5, -0.2, 0.045637500000000004
DataValue, 1, -0.2, 0.0858421
DataValue, 1.5, -0.2, 0.10000500000000001
DataValue, 2, -0.2, 0.1000048
DataValue, 2.5, -0.2, 0.1000047
DataValue, 3, -0.2, 0.10000510000000001
DataValue, 0, -0.1, -3.92478E-05
DataValue, 0.5, -0.1, 0.0456736
DataValue, 1, -0.1, 0.08592000000000001
DataValue, 1.5, -0.1, 0.1000048
DataValue, 2, -0.1, 0.1000047
DataValue, 2.5, -0.1, 0.10000510000000001
DataValue, 3, -0.1, 0.10000510000000001
DataValue, 0, 0, -3.9412E-05
DataValue, 0.5, 0, 0.0457216
DataValue, 1, 0, 0.08601650000000001
DataValue, 1.5, 0, 0.1000048
DataValue, 2, 0, 0.10000490000000001
DataValue, 2.5, 0, 0.1000047
DataValue, 3, 0, 0.10000510000000001
DataValue, 0, 0.1, -3.97476E-05
DataValue, 0.5, 0.1, 0.0457465
DataValue, 1, 0.1, 0.0860786
DataValue, 1.5, 0.1, 0.1000048
DataValue, 2, 0.1, 0.10000490000000001
DataValue, 2.5, 0.1, 0.10000510000000001
DataValue, 3, 0.1, 0.10000490000000001
DataValue, 0, 0.2, -3.92937E-05
DataValue, 0.5, 0.2, 0.0457844
DataValue, 1, 0.2, 0.086145400000000011
DataValue, 1.5, 0.2, 0.10000510000000001
DataValue, 2, 0.2, 0.10000490000000001
DataValue, 2.5, 0.2, 0.10000500000000001
DataValue, 3, 0.2, 0.1000048
